h3_index,hour,dow,lat,lon,street_light_coverage,police_station_dist_m,crowd_density,road_quality,cctv_coverage,historical_incident_rate,is_night,time_risk_score,safety_score
893cf28b257ffff,6,4,22.645293,88.370289,0.5492,3468.7,0.2331,0.5136,0.3051,0.3041,0.5,0.4578,0.3433
893cf2c4e1bffff,22,2,22.505251,88.443466,0.6032,7518.5,0.02,0.5085,0.3667,0.2119,1.0,0.5222,0.2028
893cf2d5bafffff,21,0,22.55861,88.334311,0.5473,1010.4,0.3356,0.6539,0.2912,0.0,1.0,0.5614,0.4241
893cf289033ffff,16,3,22.620919,88.417579,0.7757,2505.1,0.4376,0.5198,0.405,0.4334,0.0,0.1781,0.5684
893cf2890afffff,22,4,22.624099,88.418435,0.5966,1937.7,0.02,0.6613,0.3434,0.4823,1.0,0.5543,0.3333
893cf2d4c47ffff,2,5,22.62913,88.324772,0.6598,6015.4,0.0759,0.5659,0.3885,0.7007,1.0,0.9388,0.1782
893cf2d4bc7ffff,16,1,22.606137,88.356587,0.6522,1817.1,0.5791,0.4607,0.23,0.0339,0.0,0.1742,0.5847
893cf2c4223ffff,3,1,22.492096,88.408256,0.5573,7866.0,0.02,0.6819,0.4092,0.2507,1.0,0.9469,0.1207
893cf2c6d43ffff,22,4,22.581,88.44168,0.5173,2778.3,0.166,0.4636,0.3427,0.6743,1.0,0.6469,0.2447
893cf289367ffff,11,0,22.597094,88.436509,0.7291,3520.8,0.5429,0.5951,0.38,0.3804,0.0,0.1254,0.5456
893cf2c2d3bffff,9,5,22.538255,88.284529,0.7165,4666.1,0.7733,0.5912,0.2627,0.2621,0.0,0.1704,0.5309
893cf2d5b0fffff,22,5,22.551248,88.329167,0.5147,1325.0,0.1353,0.5166,0.3689,0.9203,1.0,0.5248,0.2953
893cf2c55a7ffff,1,6,22.493662,88.383345,0.4732,6140.3,0.1136,0.5573,0.3074,0.3894,1.0,0.8746,0.0703
893cf2d4b53ffff,13,1,22.599776,88.354876,0.7986,1477.1,0.514,0.6263,0.2367,0.4561,0.0,0.1453,0.6149
893cf28908fffff,13,4,22.624287,88.408982,0.8168,1017.2,0.5761,0.8185,0.538,0.4382,0.0,0.1453,0.6661
893cf2c66afffff,7,1,22.565601,88.358353,0.5877,488.3,0.3254,0.6092,0.3366,0.8648,0.0,0.2231,0.5492
893cf2d5b03ffff,20,5,22.553431,88.326587,0.4896,1693.7,0.7278,0.7483,0.2796,0.1389,0.5,0.629,0.457
893cf2c4323ffff,7,0,22.499077,88.432303,0.7464,7959.4,0.2381,0.6118,0.3322,0.1846,0.0,0.1773,0.4782
893cf2c6223ffff,1,5,22.544955,88.378134,0.5429,2270.9,0.0556,0.556,0.2025,0.6048,1.0,0.9238,0.2309
893cf2d5d37ffff,6,4,22.593967,88.324817,0.4741,3875.2,0.2483,0.4886,0.3527,0.5447,0.5,0.5478,0.3094
893cf2c464bffff,17,6,22.497034,88.374752,0.9259,5435.8,0.7189,0.6725,0.3384,0.5044,0.0,0.2552,0.5286
893cf2c09b7ffff,1,3,22.481868,88.33269,0.6171,3653.7,0.0587,0.5699,0.2697,0.7181,1.0,0.9046,0.2301
893cf2d5ea3ffff,0,3,22.569068,88.289637,0.5727,5942.3,0.0328,0.6208,0.405,0.6917,1.0,0.9308,0.1399
893cf2c701bffff,11,0,22.514879,88.335224,0.5933,865.3,0.5977,0.4448,0.2556,0.0559,0.0,0.1171,0.5919
893cf2c7323ffff,21,6,22.500404,88.36616,0.463,4220.9,0.3935,0.6292,0.2783,0.4185,1.0,0.571,0.3014
893cf28b277ffff,22,1,22.645108,88.379742,0.6595,2677.4,0.02,0.6472,0.3318,0.2215,1.0,0.5419,0.3785
893cf2c7067ffff,7,0,22.509327,88.346396,0.7547,2281.7,0.1774,0.551,0.3497,0.0,0.0,0.1888,0.5432
893cf2d5e4fffff,1,1,22.552163,88.281933,0.4876,6312.4,0.0202,0.5929,0.3962,0.4085,1.0,0.902,0.0631
893cf2c55abffff,19,0,22.489481,88.379055,0.6275,6263.0,0.7484,0.6133,0.3119,0.6028,0.5,0.2794,0.4794
893cf2c714bffff,19,3,22.512323,88.356698,0.6621,2633.1,0.8059,0.6168,0.2503,0.0884,0.5,0.2027,0.5656
893cf289e5bffff,3,6,22.602268,88.444239,0.6603,4254.8,0.1437,0.5967,0.2977,0.7366,1.0,0.9422,0.2245
893cf289667ffff,23,6,22.605393,88.394393,0.521,1559.2,0.1052,0.5555,0.3215,1.0109,1.0,0.852,0.2415
893cf289517ffff,21,1,22.644363,88.417556,0.5837,2465.1,0.3683,0.6159,0.2822,0.7834,1.0,0.6497,0.3434
893cf2c426fffff,18,0,22.482547,88.405689,0.6763,8552.6,0.6944,0.5929,0.3014,0.2941,0.5,0.2489,0.4668
893cf2c4407ffff,7,1,22.530854,88.390176,0.7357,4361.5,0.3759,0.7193,0.3026,0.238,0.0,0.2072,0.4677
893cf2c4223ffff,0,3,22.492096,88.408256,0.5813,7981.0,0.1281,0.6771,0.3617,0.7983,1.0,0.9072,0.1491
893cf289607ffff,3,5,22.612939,88.390088,0.5319,1712.7,0.1072,0.7386,0.297,1.0282,1.0,0.9625,0.2633
893cf2c4e73ffff,13,4,22.500879,88.448625,0.8889,8238.6,0.4468,0.5587,0.3156,0.5963,0.0,0.1079,0.4634
893cf2c7063ffff,1,0,22.508329,88.342962,0.4915,1822.1,0.1382,0.6168,0.3153,0.5442,1.0,0.8767,0.2638
893cf2d5d5bffff,0,5,22.582609,88.305936,0.4993,4904.7,0.1397,0.6496,0.3078,0.7732,1.0,0.8661,0.1083
893cf2d4363ffff,4,4,22.598694,88.300761,0.6122,6441.1,0.1413,0.7054,0.2586,0.6957,1.0,0.9153,0.2081
893cf289017ffff,7,1,22.622105,88.411562,0.6926,1484.5,0.2613,0.7539,0.4284,0.5704,0.0,0.2067,0.587
893cf2c6573ffff,18,2,22.584314,88.382386,0.5475,1331.9,0.6915,0.5453,0.3518,0.0975,0.5,0.2388,0.5139
893cf2c6a43ffff,0,1,22.53646,88.42969,0.5015,3816.9,0.1135,0.615,0.1966,0.6009,1.0,0.8849,0.1322
893cf2d430bffff,23,4,22.603055,88.295601,0.5585,7371.8,0.1057,0.6131,0.2263,1.0686,1.0,0.8801,0.0992
893cf2c6a5bffff,11,6,22.535463,88.426255,0.6901,3616.7,0.4526,0.633,0.3252,0.0714,0.0,0.1489,0.5177
893cf2d5c97ffff,20,1,22.594695,88.287024,0.5671,7162.1,0.8039,0.55,0.2782,0.5289,0.5,0.6129,0.3737
893cf2c734fffff,0,3,22.491043,88.354147,0.5133,4054.1,0.1086,0.5792,0.2904,0.2722,1.0,0.9295,0.1716
893cf2d6b67ffff,9,2,22.651204,88.340208,0.8295,6724.6,0.737,0.7067,0.2786,0.3525,0.0,0.1504,0.5407
893cf2895a3ffff,0,3,22.648539,88.421849,0.5809,3181.3,0.1719,0.5046,0.2471,0.4218,1.0,0.8718,0.2445
893cf2c63dbffff,14,0,22.551318,88.379845,0.8312,2080.0,0.5639,0.5823,0.3031,0.5761,0.0,0.1251,0.5895
893cf2c4563ffff,22,6,22.529289,88.415091,0.4219,4654.7,0.1142,0.548,0.2586,0.1918,1.0,0.5898,0.1488
893cf2d4c2fffff,7,3,22.633126,88.338512,0.8035,5720.9,0.227,0.5585,0.3509,0.0,0.0,0.164,0.4942
893cf2c6e2bffff,13,2,22.55574,88.425376,0.6913,1643.0,0.5366,0.5624,0.3569,0.4253,0.0,0.1605,0.5845
893cf2d5dabffff,16,2,22.595149,88.318803,0.7076,4951.9,0.4377,0.5327,0.3602,0.2733,0.0,0.102,0.4731
893cf2c5d0bffff,1,5,22.480784,88.440051,0.6151,10099.7,0.0482,0.6452,0.3252,0.3227,1.0,0.8825,0.2173
893cf2c658fffff,1,5,22.595041,88.378938,0.7301,941.2,0.1502,0.7381,0.4836,0.3882,1.0,0.8977,0.4863
893cf289667ffff,6,3,22.605393,88.394393,0.6221,1492.8,0.2177,0.5807,0.2202,0.8409,0.5,0.4704,0.3951
893cf2890dbffff,16,4,22.618114,88.397816,0.8834,1245.9,0.6307,0.7006,0.4119,0.0633,0.0,0.1584,0.6555
893cf2c4037ffff,16,0,22.517557,88.415103,0.7611,5949.9,0.5698,0.5875,0.3317,0.1406,0.0,0.1558,0.4853
893cf2d5d07ffff,9,0,22.591969,88.317948,0.8106,4760.7,0.7408,0.5991,0.3033,0.0481,0.0,0.1731,0.5288
893cf2c65c3ffff,11,0,22.589864,88.371211,0.7414,690.5,0.5096,0.5783,0.2838,0.3446,0.0,0.1021,0.5995
893cf2c4557ffff,13,6,22.53266,88.406497,0.7176,4585.5,0.4685,0.6401,0.3679,0.2091,0.0,0.1431,0.5028
893cf2c663bffff,13,0,22.559239,88.356643,0.4987,447.3,0.5044,0.4854,0.4822,0.5828,0.0,0.1461,0.5585
893cf2d4cabffff,13,0,22.639668,88.330772,0.73,6558.3,0.5285,0.6573,0.3437,0.1879,0.0,0.1562,0.5045
893cf2c6dd7ffff,16,4,22.59173,88.438232,0.7308,3057.2,0.5614,0.5546,0.388,0.2699,0.0,0.1348,0.5434
893cf2c551bffff,2,6,22.484302,88.371331,0.4953,6043.7,0.0384,0.6109,0.3384,0.2724,1.0,0.9344,0.0941
893cf2c5533ffff,1,0,22.487296,88.381634,0.546,6583.1,0.075,0.5018,0.3345,1.1907,1.0,0.9588,0.0908
893cf2c738fffff,20,1,22.505958,88.354988,0.484,3006.2,0.7462,0.5987,0.3334,0.8023,0.5,0.5428,0.3953
893cf2c62abffff,7,3,22.549322,88.372975,0.7706,1692.5,0.3189,0.6291,0.2002,0.0759,0.0,0.2268,0.5284
893cf2c721bffff,6,3,22.492601,88.329242,0.6601,3047.3,0.3572,0.6757,0.3133,0.3624,0.5,0.5285,0.4407
893cf2c4283ffff,18,3,22.499839,88.394504,0.7332,6457.9,0.7509,0.6581,0.3477,0.194,0.5,0.2534,0.5319
893cf2d4ccbffff,11,5,22.632492,88.316177,0.721,6918.9,0.5392,0.6363,0.2391,0.0,0.0,0.1095,0.477
893cf2c45a3ffff,8,4,22.544201,88.415936,0.6653,2663.2,0.7297,0.6254,0.2278,0.6674,0.0,0.1901,0.5307
893cf2895a3ffff,23,5,22.648539,88.421849,0.622,3082.6,0.1447,0.6167,0.3325,0.4357,1.0,0.8554,0.3492
893cf2d48dbffff,23,4,22.619408,88.331657,0.5608,4737.8,0.02,0.4562,0.2638,0.5711,1.0,0.9146,0.05
893cf2d5b53ffff,0,6,22.548251,88.318864,0.574,2784.4,0.144,0.646,0.3348,0.6628,1.0,0.9374,0.2485
893cf2c2927ffff,15,2,22.524979,88.309449,0.7707,2038.5,0.4641,0.7019,0.2018,0.0,0.0,0.102,0.5471
893cf2d4b6fffff,7,3,22.595227,88.369487,0.8004,586.1,0.2961,0.6392,0.3572,0.0,0.0,0.1838,0.6088
893cf2c7173ffff,8,2,22.517502,88.364422,0.818,2808.7,0.6587,0.5517,0.3153,0.0806,0.0,0.1687,0.6211
893cf2d4267ffff,15,2,22.592695,88.280157,0.7117,7719.7,0.5915,0.5397,0.2985,0.0,0.0,0.1396,0.5183
893cf2c6233ffff,21,4,22.547138,88.375555,0.5705,2133.5,0.3389,0.4988,0.3419,0.4386,1.0,0.5625,0.3928
893cf2c2967ffff,14,1,22.517616,88.304307,0.661,2024.2,0.4917,0.5406,0.4056,0.0,0.0,0.1764,0.5395
893cf289687ffff,14,0,22.620483,88.385784,0.752,1822.2,0.5536,0.6188,0.3857,0.0051,0.0,0.171,0.6019
893cf28921bffff,15,4,22.595665,88.401277,0.8232,2050.0,0.4856,0.5225,0.2744,0.1125,0.0,0.1196,0.5462
893cf2c55a7ffff,7,4,22.493662,88.383345,0.8023,5945.3,0.3534,0.652,0.3312,0.194,0.0,0.1651,0.4783
893cf2c6c97ffff,19,5,22.592108,88.419326,0.4692,2639.6,0.6393,0.5544,0.35,0.2197,0.5,0.2674,0.4651
893cf2d4bafffff,6,1,22.61013,88.370329,0.6454,1445.5,0.2714,0.6002,0.2055,0.3309,0.5,0.5353,0.4919
893cf2d415bffff,16,0,22.620136,88.29386,0.6797,7998.9,0.5832,0.638,0.1836,0.4825,0.0,0.1309,0.4465
893cf2d4b13ffff,20,2,22.607135,88.360022,0.4464,1955.5,0.7053,0.6314,0.3422,0.1917,0.5,0.6202,0.4462
893cf2c2b17ffff,1,4,22.50507,88.291445,0.5617,992.1,0.0504,0.5703,0.2646,1.7867,1.0,0.914,0.2257
893cf2d415bffff,13,2,22.620136,88.29386,0.8082,7737.8,0.5194,0.6379,0.2824,0.0,0.0,0.1631,0.4863
893cf2c42afffff,9,3,22.497464,88.406533,0.837,7527.4,0.7319,0.5124,0.342,0.4641,0.0,0.2014,0.5003
893cf289193ffff,10,1,22.635633,88.427878,0.7829,2947.0,0.8462,0.6648,0.2961,0.335,0.0,0.1514,0.5844
893cf289273ffff,5,3,22.591299,88.406437,0.6655,2519.9,0.2756,0.6206,0.3118,0.2772,0.5,0.4774,0.4726
893cf2c42dbffff,21,3,22.491477,88.385924,0.5074,6646.9,0.3429,0.5707,0.3855,0.1265,1.0,0.5532,0.2763
893cf2892b7ffff,18,1,22.607201,88.410718,0.6269,2746.5,0.6836,0.6886,0.2973,0.0,0.5,0.2477,0.5722
893cf2d49d3ffff,12,1,22.629579,88.356559,0.7203,4199.4,0.5878,0.5726,0.3108,0.0,0.0,0.1237,0.5265
893cf2c4407ffff,16,2,22.530854,88.390176,0.6721,4145.3,0.5658,0.6254,0.366,0.4383,0.0,0.1198,0.4832
893cf2c756bffff,23,3,22.527422,88.348091,0.5428,1347.3,0.1384,0.656,0.2397,0.4687,1.0,0.9379,0.3482
893cf2d4bdbffff,10,6,22.60414,88.349716,0.7911,2148.2,0.7515,0.6397,0.2661,0.3701,0.0,0.1678,0.5613
893cf2c653bffff,3,3,22.588493,88.386678,0.5338,1342.8,0.0274,0.541,0.355,0.7755,1.0,0.948,0.2745
893cf2c2b6fffff,17,0,22.492156,88.297473,0.6862,759.3,0.6676,0.6111,0.2725,0.8264,0.0,0.2041,0.61
893cf2c6223ffff,23,5,22.544955,88.378134,0.5534,2501.5,0.0876,0.5708,0.2929,0.8527,1.0,0.926,0.1993
893cf2c760bffff,13,6,22.505702,88.313768,0.8109,1602.1,0.6323,0.5924,0.295,0.7427,0.0,0.1711,0.5741
893cf2c644bffff,8,2,22.572149,88.350614,0.7814,1455.7,0.7351,0.5494,0.2171,0.0,0.0,0.1634,0.5677
893cf289133ffff,0,4,22.627899,88.441637,0.7175,4200.7,0.1569,0.6607,0.2587,0.9359,1.0,0.8516,0.2676
893cf2895a3ffff,2,6,22.648539,88.421849,0.5108,3210.6,0.1693,0.6166,0.3027,0.001,1.0,0.8713,0.2166
893cf2c6c2bffff,10,1,22.578009,88.43137,0.8024,1235.6,0.6644,0.5669,0.3925,0.0907,0.0,0.1403,0.6332
893cf2c6cabffff,1,0,22.585558,88.427066,0.5391,2268.7,0.1007,0.6283,0.2843,0.9686,1.0,0.9417,0.2254
893cf2d580fffff,18,6,22.566523,88.311111,0.6133,3342.2,0.7636,0.6277,0.2984,0.1191,0.5,0.2129,0.5321
893cf2c0c87ffff,6,6,22.488157,88.283741,0.5156,2141.3,0.2892,0.5227,0.3073,0.354,0.5,0.4918,0.4046
893cf2c6c57ffff,20,3,22.577201,88.418481,0.559,773.0,0.7627,0.5779,0.3013,0.2777,0.5,0.5603,0.5245
893cf2c6477ffff,15,2,22.578325,88.361774,0.8459,687.9,0.5703,0.778,0.4442,0.1925,0.0,0.1766,0.664
893cf2c432bffff,21,6,22.495894,88.431447,0.6172,8217.9,0.4196,0.5267,0.3262,0.5487,1.0,0.5318,0.4089
893cf2d4363ffff,21,1,22.598694,88.300761,0.5736,6390.1,0.373,0.6513,0.3126,0.835,1.0,0.5626,0.3079
893cf2c45abffff,21,6,22.541019,88.41508,0.5878,3142.0,0.4663,0.6294,0.2632,0.6769,1.0,0.5983,0.3773
893cf2c551bffff,0,0,22.484302,88.371331,0.5796,5897.3,0.0948,0.4252,0.2874,1.0603,1.0,0.8787,0.0661
893cf2c6287ffff,6,5,22.553688,88.367816,0.5689,1238.9,0.2528,0.5583,0.2569,1.507,0.5,0.5489,0.3865
893cf2d4c97ffff,9,2,22.646209,88.323031,0.7579,7586.5,0.9477,0.6134,0.3282,0.4849,0.0,0.2236,0.5455
893cf2c742bffff,16,0,22.527793,88.329197,0.6788,799.9,0.5416,0.4923,0.3299,0.9742,0.0,0.1671,0.5286
893cf2c4407ffff,15,2,22.530854,88.390176,0.7689,4146.3,0.467,0.5715,0.2692,0.0,0.0,0.1505,0.5153
893cf2c6223ffff,20,2,22.544955,88.378134,0.4495,2346.9,0.6428,0.7242,0.3319,0.6625,0.5,0.6055,0.4182
893cf2d5babffff,0,0,22.557611,88.330876,0.4819,1116.9,0.1005,0.5518,0.3038,0.788,1.0,0.9386,0.2633
893cf2c4197ffff,0,2,22.532281,88.425398,0.5992,4513.3,0.02,0.6324,0.2764,0.7654,1.0,0.9614,0.0945
893cf2c62a3ffff,4,6,22.552503,88.373831,0.5853,1520.9,0.0799,0.6054,0.2478,0.5358,1.0,0.9343,0.3174
893cf2c766bffff,0,5,22.498153,88.318071,0.5662,1927.8,0.1128,0.6064,0.296,0.4,1.0,0.8649,0.317
893cf2c64b7ffff,6,4,22.59323,88.362616,0.4126,547.0,0.3376,0.6781,0.4943,0.0,0.5,0.4528,0.4943
893cf289607ffff,11,0,22.612939,88.390088,0.87,1474.9,0.5491,0.5404,0.2906,0.4694,0.0,0.1682,0.5952
893cf2c616bffff,9,4,22.563668,88.402169,0.7254,2124.9,0.6513,0.5553,0.2295,0.0607,0.0,0.1503,0.5971
893cf2d4bcbffff,14,5,22.601958,88.352296,0.7369,1748.0,0.6353,0.6795,0.3178,0.3418,0.0,0.1027,0.6007
893cf2d48dbffff,9,0,22.619408,88.331657,0.7189,4859.8,0.825,0.7178,0.2673,0.1545,0.0,0.1622,0.5146
893cf2c65c3ffff,12,4,22.589864,88.371211,0.7739,831.4,0.5423,0.6374,0.3578,0.3792,0.0,0.1724,0.6324
893cf2c5d57ffff,1,3,22.479787,88.436616,0.5162,10239.0,0.1114,0.6307,0.358,0.3697,1.0,0.9197,0.089
893cf2892c7ffff,17,6,22.597848,88.398697,0.7601,2141.6,0.6319,0.7488,0.345,0.6988,0.0,0.236,0.5769
893cf289577ffff,13,4,22.636818,88.421861,0.8399,2418.0,0.5427,0.6064,0.2682,0.3486,0.0,0.1683,0.5654
893cf2d5e4fffff,23,1,22.552163,88.281933,0.5517,6111.1,0.02,0.5878,0.2692,0.3032,1.0,0.9268,0.0882
893cf2d5d67ffff,6,3,22.584425,88.322253,0.601,3769.2,0.3523,0.661,0.295,0.6077,0.5,0.5241,0.3933
893cf2c642fffff,12,0,22.580322,88.368645,0.8292,250.6,0.6108,0.5771,0.5954,0.0981,0.0,0.1417,0.6954
893cf2c6507ffff,3,2,22.590676,88.384098,0.5919,1085.1,0.02,0.6318,0.3938,0.2939,1.0,0.869,0.3483
893cf2d5953ffff,1,5,22.57052,88.324847,0.6527,2376.0,0.0269,0.5851,0.2776,0.8682,1.0,0.9019,0.3063
893cf2d5babffff,18,3,22.557611,88.330876,0.5293,1404.4,0.7899,0.6069,0.3259,0.0227,0.5,0.2113,0.5229
893cf2c684fffff,13,1,22.556547,88.438264,0.7899,2278.3,0.5165,0.6483,0.2977,0.0,0.0,0.1091,0.6223
893cf288267ffff,0,6,22.641615,88.448502,0.5641,5205.4,0.02,0.6824,0.2536,0.5815,1.0,0.9391,0.1179
893cf2d4eb3ffff,2,4,22.622771,88.323062,0.442,5867.5,0.1691,0.5299,0.2733,0.8212,1.0,0.9698,0.05
893cf2c2827ffff,2,3,22.517982,88.285416,0.6414,2547.6,0.0576,0.5933,0.3139,0.9192,1.0,0.8965,0.2744
893cf28945bffff,8,6,22.625845,88.384059,0.8839,1586.5,0.71,0.6344,0.3356,0.0,0.0,0.1775,0.637
893cf289147ffff,3,3,22.619545,88.43305,0.6274,3649.9,0.0864,0.6169,0.2778,1.029,1.0,0.9293,0.2339
893cf2d4153ffff,18,1,22.623315,88.294714,0.4764,7995.4,0.7583,0.6416,0.2891,0.3892,0.5,0.2529,0.434
893cf2c6c57ffff,9,6,22.577201,88.418481,0.7392,986.8,0.7218,0.6325,0.3451,0.579,0.0,0.1968,0.6125
893cf2c5433ffff,11,6,22.480309,88.357595,0.7206,5294.2,0.5506,0.6348,0.254,0.3694,0.0,0.1199,0.4938
893cf2d596fffff,22,4,22.565971,88.339455,0.5223,1155.5,0.125,0.6795,0.3156,0.0187,1.0,0.5163,0.3801
893cf2c4197ffff,8,4,22.532281,88.425398,0.6019,4029.3,0.7822,0.5712,0.272,0.0,0.0,0.1902,0.5461
893cf2c0c87ffff,5,1,22.488157,88.283741,0.6033,2139.1,0.1804,0.6846,0.3056,0.4191,0.5,0.5019,0.4189
893cf2c2b93ffff,18,0,22.511617,88.283708,0.6342,2127.3,0.7214,0.5946,0.3211,0.1628,0.5,0.2167,0.5685
893cf2c5cd7ffff,3,6,22.480361,88.408268,0.5114,8749.5,0.0838,0.6337,0.2767,0.1596,1.0,0.9003,0.1153
893cf2d4a4fffff,22,3,22.588422,88.335991,0.5468,2941.2,0.02,0.571,0.332,0.5932,1.0,0.6342,0.2344
893cf2d48a7ffff,15,3,22.628581,88.353124,0.7293,4272.0,0.4675,0.5501,0.3191,0.0,0.0,0.1655,0.48
893cf2d4a4fffff,15,0,22.588422,88.335991,0.7539,3022.2,0.5444,0.5947,0.2857,0.0,0.0,0.1066,0.5796
893cf2c6483ffff,0,6,22.590235,88.35231,0.5433,1533.8,0.1055,0.6496,0.3188,0.5218,1.0,0.9045,0.3047
893cf2c62dbffff,9,3,22.54433,88.355801,0.8307,749.4,0.789,0.6974,0.343,0.2298,0.0,0.1749,0.6953
893cf2d4b27ffff,8,6,22.605766,88.375489,0.8192,437.8,0.8347,0.6862,0.53,0.8072,0.0,0.2292,0.6595
893cf2d5b67ffff,17,4,22.546883,88.334325,0.7228,1326.0,0.7533,0.632,0.4543,0.1984,0.0,0.2103,0.6371
893cf2890cfffff,21,6,22.616929,88.403833,0.6801,1325.7,0.3571,0.6524,0.4233,0.3876,1.0,0.5611,0.5208
893cf2c463bffff,7,1,22.506393,88.386767,0.8281,5095.5,0.4995,0.6108,0.2414,0.1869,0.0,0.2044,0.5056
893cf2c6dd3ffff,7,5,22.590733,88.434796,0.6791,2897.6,0.2671,0.6376,0.2527,0.1233,0.0,0.1986,0.5016
893cf2c7083ffff,13,1,22.523427,88.334355,0.5819,490.1,0.5483,0.4722,0.2132,1.1555,0.0,0.1224,0.5729
893cf2d5c3bffff,12,0,22.582791,88.296488,0.745,5535.1,0.5216,0.5338,0.3498,0.39,0.0,0.1734,0.4778
893cf2c2917ffff,8,1,22.527345,88.297424,0.7676,2943.6,0.7322,0.607,0.2681,0.5368,0.0,0.195,0.5231
893cf288257ffff,0,2,22.643987,88.436466,0.5766,4327.2,0.1646,0.449,0.3933,0.5644,1.0,0.8506,0.147
893cf2c29abffff,6,3,22.528345,88.300857,0.6599,3185.8,0.2402,0.5769,0.3003,0.2564,0.5,0.5368,0.4134
893cf2d4b7bffff,17,3,22.596411,88.363471,0.6875,761.7,0.7152,0.5338,0.2341,0.4917,0.0,0.2635,0.6063
893cf2c7067ffff,2,5,22.509327,88.346396,0.5252,2172.5,0.1092,0.5148,0.3092,1.0528,1.0,0.867,0.2269
893cf2c43dbffff,12,0,22.498462,88.409968,0.748,7707.6,0.6771,0.6185,0.291,0.0223,0.0,0.1661,0.5422
893cf2d4ad7ffff,20,5,22.601327,88.329962,0.5682,3920.4,0.6558,0.5205,0.2508,0.2456,0.5,0.6125,0.3785
893cf2d4e57ffff,18,2,22.609052,88.316208,0.4426,5323.6,0.8347,0.6323,0.1915,0.0,0.5,0.2719,0.4095
893cf2d416fffff,16,2,22.618774,88.309323,0.6905,6426.5,0.4647,0.7255,0.2957,0.0798,0.0,0.1362,0.4988
893cf2c5d0bffff,6,2,22.480784,88.440051,0.5639,10147.4,0.1509,0.6282,0.3977,0.6942,0.5,0.4869,0.2664
893cf2d5a2fffff,15,2,22.54407,88.314576,0.6523,3129.4,0.5952,0.5624,0.2839,0.5841,0.0,0.1539,0.5159
893cf2c4ecfffff,11,5,22.504254,88.44003,0.7309,7514.5,0.4793,0.6006,0.322,0.0,0.0,0.1075,0.464
893cf2c4483ffff,0,6,22.537405,88.382438,0.51,3279.0,0.0833,0.6101,0.2984,1.0678,1.0,0.8831,0.1459
893cf2d4d0fffff,13,1,22.640301,88.35311,0.7587,4941.1,0.5449,0.6118,0.3311,0.0,0.0,0.147,0.5172
893cf2d5a77ffff,16,0,22.542071,88.307708,0.7684,3386.4,0.461,0.644,0.3327,0.6547,0.0,0.1092,0.5531
893cf28b2cbffff,0,3,22.646475,88.364273,0.5773,4142.2,0.0545,0.5016,0.3223,0.4368,1.0,0.9251,0.1683
893cf289663ffff,19,5,22.604396,88.390957,0.7416,1264.4,0.9205,0.6663,0.446,0.0,0.5,0.2492,0.669
893cf2c5c8bffff,2,4,22.481359,88.411703,0.5249,8843.1,0.1033,0.5968,0.2699,1.085,1.0,0.8608,0.1285
893cf2d5ad3ffff,21,0,22.5488,88.290524,0.4752,5106.5,0.3033,0.6178,0.1901,0.3869,1.0,0.6466,0.2118
893cf2d495bffff,5,2,22.618857,88.360009,0.5574,3011.0,0.1608,0.5969,0.3458,0.5966,0.5,0.483,0.3721
893cf2c714bffff,22,1,22.512323,88.356698,0.5708,2866.9,0.02,0.6191,0.2981,0.7074,1.0,0.6285,0.1925
893cf2c687bffff,12,3,22.557544,88.441701,0.6934,2725.9,0.6355,0.5319,0.2908,0.506,0.0,0.1415,0.5298
893cf289517ffff,20,0,22.644363,88.417556,0.6161,2426.9,0.655,0.4174,0.3248,0.788,0.5,0.5973,0.4586
893cf2d49d3ffff,6,5,22.629579,88.356559,0.5478,4043.3,0.245,0.6604,0.3888,0.2026,0.5,0.5073,0.3502
893cf2d4a43ffff,4,4,22.590603,88.333411,0.5311,3215.2,0.0637,0.5775,0.24,0.597,1.0,0.8615,0.1556
893cf2d5d53ffff,12,1,22.58579,88.306791,0.7391,4820.1,0.6251,0.5531,0.286,0.1335,0.0,0.1661,0.49
893cf2c6183ffff,2,2,22.581944,88.394418,0.6344,2282.5,0.02,0.6449,0.3082,0.3535,1.0,0.8536,0.358
893cf2d4153ffff,20,4,22.623315,88.294714,0.5307,8169.4,0.8747,0.611,0.3366,0.628,0.5,0.5834,0.3502
893cf2c6c93ffff,10,1,22.591111,88.41589,0.6836,2466.4,0.6297,0.6817,0.3185,0.0,0.0,0.1402,0.5948
893cf2d4c97ffff,10,2,22.646209,88.323031,0.7518,7567.0,0.6656,0.6119,0.2817,0.2002,0.0,0.166,0.4712
893cf2d4eb3ffff,9,1,22.622771,88.323062,0.7615,5613.0,0.6398,0.5967,0.2594,0.09,0.0,0.1662,0.4768
893cf2d4acbffff,11,2,22.594966,88.328252,0.7279,3814.4,0.5049,0.5853,0.2965,0.0,0.0,0.173,0.5103
893cf288257ffff,6,5,22.643987,88.436466,0.6513,3972.7,0.3027,0.5682,0.3929,0.44,0.5,0.481,0.4034
893cf2c6853ffff,4,1,22.560916,88.433105,0.5185,1754.5,0.187,0.5487,0.3465,0.9547,1.0,0.9665,0.2821
893cf2c291bffff,0,5,22.523163,88.293136,0.3805,2399.2,0.0343,0.6193,0.3449,0.2687,1.0,0.9343,0.1793
893cf2d4807ffff,8,6,22.621223,88.347978,0.7306,3752.7,0.7768,0.57,0.3273,0.1373,0.0,0.2104,0.5407
